URL,ISBN,Goodreads ID,Title,"Author(s)/Illustrators/Other Contributors (Editors, Translators, Sources, etc.)",Categorization,Subject(s),Gender,Career Type/Known For
https://www.versobooks.com/en-ca/products/690-eugene-v-debs,9781786636874,43478977-eugene-v-debs,Eugene V. Debs: A Graphic Biography,Noah Van Sciver,Biography,Eugene V. Debs,Male,Politician
https://www.akpress.org/catalog/product/view/id/3237/s/prisoner-155-simon-radowitzky/category/17/,9781849353021,38315848-prisoner-155,Prisoner 155: Simon Radowitzky,"Agustin Comotto, Luigi Celentano, Stuart Christie",Biography,Simon Radowitzky,Male,"Revolutionary, Prisoner"
https://www.akpress.org/len-a-lawyer-in-history.html,9781849352406,27134366-len-a-lawyer-in-history,"Len, A Lawyer In History: A Graphic Biography of Radical Attorney Leonard Weinglass","Seth Tobocman, Paul Buhle, Michael Smith",Biography,Leonard Weinglass,Male,Lawyer
https://www.beacon.org/Prophet-Against-Slavery-P1734.aspx,9780807081792,57006119-prophet-against-slavery,Prophet Against Slavery: Benjamin Lay: A Graphic Novel,"David Lester, Paul Buhle, Marcus Rediker",Biography,Benjamin Lay,Male,"Abolitionist, Revolutionary"
https://www.haymarketbooks.org/books/428-leon-trotsky,9781608461868,13237047-leon-trotsky,Leon Trotsky: An Illustrated Introduction,"Tariq Ali, Phil Evans",Biography,Leon Trotsky,Male,Revolutionary/Statesmen
https://pmpress.org/index.php?l=product_detail&p=1579,9798887440347,182093252-freedom-shall-prevail,Freedom Shall Prevail: The Struggle of Abdullah Ocalan and the Kurdish People,"Sean Michael Wilson, Keko Keko",Biography,Abdullah Ocalan,Male,"Revolutionary, Prisoner"
https://arsenalpulp.com/Books/E/Erdogan,9781551529219,125877100-erdo-an,Erdogan: A Graphic Biography: The Rise of Turkey's Modern Autocrat,"Can Dundar, Anwar Anwar, L.L. Kreider",Biography,Recep Tayyip Erdogan,Male,Politician
https://arsenalpulp.com/Books/T/The-Case-of-Alan-Turing,9781551526508,28818642-the-case-of-alan-turing,The Case of Alan Turing: The Extraordinary and Tragic Story of the Legendary Codebreaker,"Eric Liberge, Arnaud Delalande, David Homel",Biography,Alan Turing,Male,Computer Scientist
https://drawnandquarterly.com/books/hostage/,9781770462793,32783833-hostage,Hostage,"Guy Delisle, Helge Dascher",Biography,Christope Andre,Male,Humanitarian Worker
https://flyingeyebooks.com/book/audubon-on-the-wings-of-the-world/,9781910620151,31944933-audubon-on-the-wings-of-the-world,"Audubon, On The Wings Of The World","Fabien Gralleau, Jeremie Royer, Etienne Gilgillan",Biography,John James Audobon,Male,"Ornithologist, Artist"
https://nobrow.net/book/darwin-an-exceptional-voyage/,9781910620502,43613453-darwin,Darwin: An Exceptional Voyage,"Fabien Grolleau, Jérémie Royer",Biography,Charles Darwin,Male,Biologist
https://www.europecomics.com/album/tangier-in-the-rain/,0673b9cd-cbae-36c3-8584-ec127c23f650,,Tangier in the Rain,"Fabien Grolleau, Abdel de Bruxelles, Dan Christensen",Biography,Henri Matisse,Male,Artist
http://www.ponentmon.com/comic-books-english/west/charlotte/index.html,9781912097418,50653505-charlotte-salomon,Charlotte Salomon: Colors Of The Soul,"Ilaria Ferramosca, Gian Marco De Francisco",Biography,Charlotte Salomon,Female,Artist
https://twodollarradio.com/collections/all-books/products/daniel-johnston,9781937512453,27135263-the-incantations-of-daniel-johnston,The Incantations Of Daniel Johnston,"Ricardo Cavolo, Scott Mcclanahan",Biography,Daniel Johnston,Male,Musician
https://conundrumpress.com/product/weegee/,9781772620238,40186431-weegee,Weegee: Serial Photographer,"Max De Radigues, Wauter Mannaert, Aleshia Jensen. Conundrum",Biography,Weegee,Male,Photographer/Journalist
https://www.hachettebookgroup.com/titles/david-kushner/rise-of-the-dungeon-master/9781568585598/?lens=bold-type-books,9781568585598,31934542-rise-of-the-dungeon-master,Rise Of The Dungeon Master: Gary Gygax And The Creation Of D&D,"David Kushner, Koren Shadmi",Biography,Gary Gygax,Male,Game Designer
https://www.tuttlepublishing.com/japan/tokyo-rose-zero-hour-a-graphic-novel,9784805316955,60680224-tokyo-rose---zero-hour,Tokyo Rose - Zero Hour,"Andre R. Frattino, Kate Kasenow, Janice Chiang",Biography,Iva Toguri,Female,Political Prisoner
https://btlbooks.com/book/ginger-goodwin,9781771132268,27395094-ginger-goodwin,Ginger Goodwin: A Worker's Friend,Laura Ellyn,Biography,Albert Goodwin,Male,Labor Activist
https://www.amazon.ca/Golden-Boys-Winnipeg-Falcons-1920/dp/1987834283,9781987834284,122649245-golden-boys,Golden Boys: The Winnipeg Falcons Of 1920,"Paul Keery, Michael Wyatt",Collective Biography,Winnipeg Falcons,Male,Athletes
https://www.mpressbooks.com/profile.php?prodid=23-143,9781616552565,25247938-the-fifth-beatle,The Fifth Beatle: The Brian Epstein Story Expanded Edition,"Vivek J. Tiwary, Andrew C. Robinson, Kyle Baker",Biography,Brian Epstein,Male,Band Manager
https://us.macmillan.com/books/9781596438279/feynman,9781596438279,15792872-feynman,Feynman,"Jim Ottaviani, Leland Myrick",Biography,Richard Feynman,Male,Physicist
https://tokyopop.com/products/9781427871367_guardian-of-fukushima?_pos=2&_sid=138ade7aa&_ss=r,9781427871367,61311622-guardian-of-fukushima,Guardian of Fukushima,"Fabien Gralleau, Ewen Blain, Roland Kelts, Ko Sasaki, Stu Levy",Biography,Naoto Matsumura,Male,Farmer
https://www.laurenceking.com/products/hokusai?_pos=1&_sid=f6780d585&_ss=r,9781786278937,54818054-hokusai,Hokusai: A Graphic Biography,"Guiseppe Lantazi, Francesco Matteuzzi",Biography,Katsushika Hokusai,Male,Artist
https://www.onepeacebooks.com/op/Superzelda.html,9781935548270,16678351-superzelda,Superzelda,"Tiziana Porto, Daniele Marotta",Biography,Zelda Fitzgerald,Female,"Author, Painter"
https://www.onepeacebooks.com/OPB_FALL_2018_CATALOG?platform=hootsuite,9781935548515,20609980-kurt-cobain,Kurt Cobain: When I Was an Alien,"Danilo Deninotti, Toni Bruno",Biography,Kurt Cobain,Male,Musician
https://www.kickstarter.com/projects/1570248440/regards-ditko-an-exploration-into-the-mind-of-steve-ditko,9781073418466,50802077-regards-ditko,"Regards, Ditko: An exploration into the mind of Steve Ditko","Jaison Chahwala, Steve Ditko",Collaborative Autobio,Steve Ditko,Male,Cartoonist
https://www.fireflybooks.com/catalogue/product/11527-egon-schiele-his-life-and-death?tag=Architects,9781770859401,34774305-egon-schiele,Egon Schiele: His Life and Death,Xavier Coste,Biography,Egon Schiele,Male,Artist
https://cup.columbia.edu/book/a-revolution-in-three-acts/9780231191821,9780231191821,57716146-a-revolution-in-three-acts,"A Revolution In Three Acts: The Radical Vaudeville Of Bert Williams, Eva Tanguay, And Julian Eltinge","David Hajdu, John Carey, Michele Wallace",Collective Biography,"Bert Williams, Eva Tanguay, Julian Eltinge",Mixed,Vaudeville Performers
https://www.rutgersuniversitypress.org/georges-run/9781978834200/,9781978834217,63065575-george-s-run,George's Run: A Writer's Journey through the Twilight Zone,Henry Chamberlain,Biography,George Clayton Johnson,Male,Author
https://kodansha.us/product/emma-dreams-of-stars/,9781647290573,57563687-emma-dreams-of-stars,Emma Dreams Of Stars: Inside The Gourmet Guide,"Kan Takahama, Emmanuelle Maisonneuve, Julia Pavlowitch",Collaborative Autobio,Emmanuelle Maisonneuve,Female,Michelin Guide Inspector
https://web.archive.org/web/20221204184316/https://www.onipress.com/products/petrograd-sc,9781637150153,58437897-petrograd,Petrograd,"Philip Gelatt, Tyler Crook, David R. Stone",Biography,Grigori Rasputin,Male,"Politician, Mystic, Womanizer, Advisor"
https://conundrumpress.com/product/topp/,9781772620320,53022293-topp,Topp: Promoter Gary Topp Brought Us The World,"David Collier, Gary Topp",Collaborative Autobio,Gary Topp,Male,Concert Promoter
https://ablaze.net/product-G9781950912650.html,9781950912650,61825623-hendrix,Hendrix: Electric Requiem,"Mattia Colombara, Gianluca Maconi",Biography,Jimi Hendrix,Male,Musician
https://shop.beehivebooks.com/products/artemisia,9781948886116,57455011-artemisia,Artemisia,"Nathalie Ferlut, Tamia Baudouin, Maelle Doliveux",Biography,Artemisia Gentileschi,Female,Artist
https://fantoons.tv/books/billie-holiday-the-graphic-novel/,9781970047134,55554047-billie-holiday,Billie Holiday: The Graphic Novel: Women in Jazz,"Ebony Gilbert, Dacid Calcano, Keith Knight",Biography,Billy Holiday,Female,Musician
https://www.quartoknows.com/books/9780711288423/hockney,9780711288423,130006691-hockney,Hockney: A Graphic Life,Simon Elliott,Biography,David Hockney,Male,Artist
https://www.quartoknows.com/books/9780711290785/andy-warhol-a-graphic-biography,9780711290785,182761382-andy-warhol,Andy Warhol: A Graphic Biography,"Michele Botton, Marco Maraggi",Biography,Andy Warhol,Male,Artist
https://www.quartoknows.com/books/9780711290761/quentin-tarantino-a-graphic-biography,9780711290761,182761906-quentin-tarantino,Quentin Tarantino: A Graphic Biography,"Michele Botton, Bernardo Santiago Acosta",Biography,Quentin Tarantino,Male,Filmmaker
