shelves
"['graphic-novel', 'history-and-exploration']"
[]
"['nonfiction', 'read-comics']"
"['adult', 'graphic-novel']"
[]
[]
[]
"['graphic-novel', 'history', 'japan']"
[]
"['amexperience', 'asian', 'biography-memoir']"
"['graphic-novels-manga', 'nonfiction']"
"['2024', 'edelweiss-2024', 'netedel-2024']"
"['biography', 'graphic-genre', 'japanese']"
[]
"['biography', 'graphic-novel']"
['non-fiction']
[]
"['graphic-novel', 'narrative-non-fiction', 'npr-big-list-22']"
"['adult-non-fiction', 'comics-and-graphic-novels', 'history']"
[]
"['didn-t-finish', 'interracial', 'japanese-american']"
"['adult', 'biography', 'graphicnovels']"
['graphic-novel']
"['graphicnovels', 'history']"
[]
[]
[]
[]
[]
"['gn', 'historical', 'ya']"
"['biography', 'family', 'friendship']"
[]
[]
"['adult', 'biographical', 'community']"
"['2022', 'comics-graphic-novels', 'holocaust-wwii']"
"['adult-graphic-novels', 'graphic-biographies', 'history']"
"['1940s', 'biography', 'graphic-novel']"
['graphic-novels']
"['graphic-novels', 'read-in-2021']"
"['arc', 'digital', 'netgalley-edelweiss']"
[]
[]
[]
[]
[]
[]
"['adult-fiction', 'graphic-novels']"
[]
"['graphic-novels', 'memoir']"
[]
[]
['graphic-novels-comics']
[]
"['4-stars', 'graphic-novels', 'memoir']"
"['graphic-novel', 'non-fiction-auto-biography-memoir']"
[]
[]
[]
[]
[]
[]
[]
[]
"['history', 'library', 'non-fiction']"
"['comics', 'feminism', 'history']"
['comic']
[]
[]
[]
"['feminist-lit', 'graphic-novels']"
[]
"['arc', 'digital', 'netgalley-edelweiss']"
"['biographical', 'edelweiss', 'graphic-novels-comics']"
[]
"['comic-book', 'non-fiction']"
"['adult', 'biographical', 'graphicnovel']"
['books-bought']
['graphic-novels']
"['and-own-exact-edition', 'non-fiction-or-based-on', 'translated-to-english']"
"['biography-and-autobiography', 'comics', 'graphic-novel']"
[]
[]
['own-it']
"['2022', 'graphic-novels', 'non-fiction']"
[]
"['around-the-world-in-52-books-readin', 'graphic-novel', 'read-in-2012']"
[]
"['biographical-stuffs', 'books-i-gots', 'graphic-novels']"
[]
[]
"['comic-books', 'memoirs-bios', 'nonfiction']"
"['biography', 'comic-books', 'history']"
[]
"['comic-books-graphic-novels', 'history', 'non-fiction']"
"['graphic', 'non-fiction']"
"['biographical', 'graphic-novels', 'non-fiction']"
[]
[]
"['biography', 'graphic-novel']"
[]
[]
[]
[]
"['21st-century', 'comics-european', 'french']"
[]
[]
"['2019', 'biography', 'graphic-novel']"
[]
[]
[]
[]
[]
[]
[]
"['graphic-novels-and-comics', 'various-non-fiction']"
['comix']
[]
[]
['comics_graphic-novels']
"['2015', 'comic-graphic-novel', 'tintin']"
[]
"['biography', 'comics']"
['comics']
[]
[]
[]
[]
"['biography', 'graphic_novels-comics']"
"['bibliotheque', 'french']"
"['history', 'library']"
[]
['2012']
[]
[]
['europe-belgium']
"['comics', 'library', 'non-fiction']"
"['2014', 'graphica-and-comix']"
['summer-2014']
[]
[]
[]
['graphic-novels']
"['biography', 'comics-graphic-novels']"
"['belgium', 'comics']"
['comics-and-graphic-novels']
[]
"['challenged', 'graphic-novel', 'non-fiction']"
[]
[]
[]
"['art', 'non-fiction']"
[]
['comic-graphic-novel']
[]
"['2019', 'graphic-comic', 'nonfiction']"
[]
[]
[]
"['gn-bio', 'gn-glbt', 'gn-political']"
[]
[]
"['2021-reads', 'england-uk-ireland', 'graphic-comic']"
[]
[]
[]
"['british', 'graphic', 'irish']"
[]
[]
"['gay-non-fiction', 'graphic-novels', 'history']"
[]
[]
[]
"['gay', 'graphic-novel', 'non-fiction']"
[]
[]
[]
[]
[]
[]
"['biographical-or-memoir', 'edelweiss', 'graphics']"
[]
[]
[]
[]
[]
[]
[]
[]
['graphic-novel']
[]
"['biography-memoir', 'european', 'gnvl-comic']"
[]
[]
[]
"['bootiful-colors', 'nonfiction-kidlit', 'nonfiction-pb-bios']"
[]
[]
"['biography', 'graphic-history', 'graphic-novel']"
"['biography', 'graphic-novel', 'non-fiction']"
[]
['graphic-non-fiction']
[]
[]
"['arc', 'digital', 'music-dance']"
"['5-star', 'gn', 'read-library-books']"
"['gn-war', 'graphic-history', 'wwii']"
"['2022-library', '2022-reading-challenges', 'baltic-history']"
[]
[]
"['biography', 'graphic-novel', 'historical-fic']"
[]
['2023-read']
[]
"['20th-century', 'comics', 'communism']"
['5-star-reads']
[]
['graphic']
[]
"['graphic-lit', 'nonfiction', 'x2022']"
[]
[]
[]
[]
[]
"['children-s-books', 'graphic-novel']"
[]
['favorites']
[]
[]
[]
"['bd', 'editura-frontiera', 'lithuanian-author']"
[]
"['graphic-novels-manga', 'read-2020', 'teaching-up-elem-mid-sec-diversity']"
"['comics', 'history']"
[]
"['biography-autobiography', 'graphic-novels', 'history']"
[]
"['2024-reads', 'cismi', 'graphic-novels-etc']"
['bjvž-2020']
[]
['patīk']
[]
[]
[]
[]
[]
[]
"['age-preteen', 'beautiful-books', 'graphic-novel']"
[]
['graphic-novels']
[]
[]
[]
[]
[]
[]
['marriott']
[]
[]
[]
[]
[]
[]
['comics-graphic-novels']
[]
"['bios', 'comics', 'library']"
['read-in-2018']
[]
"['comics', 'ebook', 'france']"
[]
"['comics', 'non-fiction']"
[]
[]
"['bd', 'biography', 'comics']"
[]
[]
[]
"['biography-and-memoir', 'comics-and-graphic-novels']"
"['biography', 'graphic-comic-narrative', 'writers']"
[]
"['art', 'graphics', 'library-book']"
[]
"['biography', 'graphic-history', 'graphic-novel']"
[]
[]
[]
['2022']
"['bande-dessinee', 'french', 'graphic-memoir']"
[]
['2021-full-length']
"['comics', 'france', 'french']"
"['2021reads-4or5star', 'graphic-nonfiction', 'wwii-nonfiction']"
"['graphic-novels', 'history', 'memoirs']"
[]
[]
[]
[]
[]
"['activism', 'adult', 'courage']"
"['comics', 'history', 'memoir']"
"['adult-nonfiction', 'adult-nonfiction-biography', 'adult-nonfiction-graphic-novel']"
"['biography-autobiography-memoir', 'graphic-novels-or-comics', 'history']"
[]
[]
[]
"['arc', 'netgalley']"
[]
[]
[]
"['jewish', 'read-2021', 'ww2']"
['graphic-novels']
[]
[]
[]
[]
[]
"['comics', 'history', 'memoir']"
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
['0-graphic-novels']
[]
"['2017-reading-challenge', 'french-history']"
"['and-own-exact-edition', 'translated-to-english', 'via-france']"
[]
[]
['graphic-novel']
['marie-antoinette-and-family-fiction']
['graphic-novels']
"['graphic-novel', 'history', 'woman-author']"
[]
"['19th-century', 'are-the-straights-ok', 'comics-graphic-novels']"
"['fantasy', 'graphic-novels']"
[]
['read-in-english']
[]
[]
[]
"['art', 'book-clubs-reading-challenges', 'gothish']"
[]
"['fantasy', 'graphic-novels', 'historical-fiction']"
[]
[]
"['ghost', 'graphic_novels', 'historical-fiction']"
[]
[]
[]
[]
"['comic', 'foreign', 'magic-fantastic']"
[]
[]
[]
['graphic-novels']
"['comics', 'fantasy', 'high-school']"
[]
"['graphic-novel', 'horror']"
"['1700s', 'graphic-novel']"
"['2017', 'historical-comics', 'indie']"
['read-in-2016']
['translated']
"['age-adult-books', 'graphic-novels']"
[]
[]
[]
"['1780s', '1790s', '1930s']"
"['comics', 'ggn17']"
"['amazing-writing', 'beautiful-art', 'better-than-i-expected']"
"['ghosts', 'gn-european', 'gn-mystery']"
"['gn-bio', 'gn-crime', 'photography']"
"['comics-graphics', 'x2018-19-season']"
[]
[]
[]
[]
[]
[]
[]
[]
[]
['graphic-novels']
[]
[]
"['graphicnovels-comics-manga', 'owned-in-english', 'this-is-america']"
"['graphic-sequential-art', 'science', 'us-twentieth-century']"
"['origin-american', 'topic-history', 'topic-oppenheimer-universe']"
"['5-star-reads', 'best-of-2017', 'graphic-novel-comic']"
['graphic-novels']
"['graphic-novel', 'world-war-ii']"
[]
[]
[]
[]
[]
"['2021', 'graphic-novel', 'library']"
"['borrowed-from-library', 'graphic-novels', 'history']"
"['comics', 'history', 'nonfiction']"
"['graphic-books', 'science']"
['graphic-novels']
['non-fiction']
[]
['nf-war-and-peace']
[]
"['comics', 'lieberry_books', 'non-fiction']"
['2013-reads']
[]
[]
"['2023', 'comics-read-in-2020s']"
"['graphic-novel', 'historical', 'horror']"
"['2019', 'graphic-novel', 'history']"
[]
[]
[]
[]
"['2019', 'comics', 'graphic-novel']"
[]
[]
[]
[]
['all-time-favorite-non-fiction']
[]
[]
"['from-home', 'graphic-novel']"
[]
[]
[]
[]
[]
[]
[]
[]
"['graphic-novel', 'history', 'non-fiction']"
['non-fiction']
"['graphic-novel', 'non-fiction', 'young-adult']"
[]
[]
"['graphic-novels', 'history', 'nonfiction']"
"['science', 'teen-graphic-novels']"
[]
[]
"['american-author', 'beautiful-cover', 'dude-writer']"
"['adult', 'graphic-novel-comics', 'history-historical']"
[]
[]
"['graphic-novels', 'reviewed']"
['graphic-novel']
['comic-books']
"['2012', '2023']"
"['byt-1900-1945', 'ya']"
"['2013', '20th-century-history', 'comics']"
[]
"['graphic-comic-narrative', 'world-war-2', 'young-adult-nonfiction']"
"['graphic-manga', 'nonfiction']"
[]
"['graphic-novel', 'history', 'non-fiction']"
"['2014-rc', 'boxy-comics-graphic-novels', 'dying-dead-death']"
"['gn-environment', 'gn-non-fict', 'gn-political']"
['english-4250']
[]
['ya-class-reading-assignment']
[]
[]
[]
[]
[]
"['graphics', 'popular-science']"
[]
[]
[]
[]
"['american-history', 'art-and-photography', 'biography']"
"['graphic-novels', 'history', 'war']"
[]
[]
[]
[]
[]
['favorites']
"['graphic-novels', 'history-biography', 'science']"
[]
[]
"['adolescent-literature', 'english-4250']"
['adolescent-lit-4250-dr-smith']
[]
"['graphic-novel', 'historical', 'non-fiction']"
['science-history-atomic']
[]
"['graphic-novel-style', 'non-fiction']"
['4250-required-readings']
"['english-4250', 'graphic-novel', 'nonfiction']"
['favorites']
['graphic-novels']
['ya-class-reading-assingments']
['uvu-ya-lit-class']
[]
[]
[]
[]
"['graphic-comic', 'own-it']"
[]
[]
"['comics', 'graphic', 'history']"
['own']
['on-the-shelf']
[]
[]
[]
"['t-graphic-novel', 't-historical', 't-non-fiction']"
[]
[]
[]
['comics']
[]
['comic-graphic']
[]
"['graphic-novel', 'teen']"
[]
['2023-2024-school-year']
[]
"['graphic-novels', 'young-adult-books']"
[]
"['graphic-novels', 'history']"
"['2018', 'comics', 'nonfiction']"
['non-fiction']
[]
"['adult-graphic-novels', 'adult-non-fiction']"
[]
"['graphic-novel-collection', 'science']"
[]
[]
['2021-reads']
['byl6']
[]
[]
[]
[]
[]
[]
[]
[]
[]
"['young-adult', 'young-adult-graphic-novels']"
['2017bookriotreadharder']
['graphic-novels']
[]
[]
[]
"['graphic-novel', 'history']"
[]
['graphic-novels']
[]
[]
[]
[]
[]
[]
[]
[]
['graphic-novel']
[]
"['buy-in-print', 'science']"
"['2024', 'graphic_novel', 'history']"
[]
[]
[]
[]
[]
[]
"['nuclear', 'wwii']"
[]
[]
[]
[]
[]
[]
[]
['grade-7-shelf']
"['military-history', 'wwii']"
[]
[]
[]
"['comics-graphic-novels', 'history']"
[]
"['graphic-novels', 'history', 'non-fiction']"
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
['2021']
['history']
[]
[]
"['good-for-teens', 'good-non-fiction', 'graphic-history']"
[]
[]
[]
[]
[]
[]
"['graphic-novels', 'world-war-2']"
"['year-2022', 'year-2022-popsugar-challenge']"
['ghs-nonfiction-faves-by-americans']
[]
[]
[]
[]
[]
[]
[]
[]
"['graphic-novels', 'non-fiction']"
"['graphic-novels', 'non-fiction']"
[]
[]
[]
[]
[]
[]
['graphic-novels']
[]
[]
"['non-fiction', 'want-to-buy']"
[]
[]
[]
"['americana', 'history']"
[]
[]
[]
"['favorites', 'graphic-novels', 'history']"
[]
[]
[]
[]
[]
[]
"['manga-graphic-novel', 'read-2024']"
[]
['smith-ya-books']
['nuclear-weapons']
"['graphic-novel', 'home-library']"
"['blinded-me-with-science', 'graphic-novels', 'non-fiction']"
[]
"['nonfiction', 'read-for-school', 'russian']"
"['favorites', 'g-n-i-read']"
[]
['nonfiction']
[]
"['atomic-bomb', 'history', 'non-fiction']"
[]
[]
[]
[]
[]
"['2012', 'graphic-novels', 'library']"
[]
['engl-420']
"['2020', 'graphic-novels', 'own']"
[]
"['action', 'adult', 'amexperience']"
[]
[]
"['graphic-novels', 'non-fiction']"
[]
['2014']
"['adult', 'graphic-novel', 'historical']"
[]
"['graphic', 'science-nature-etc', 'war']"
[]
"['graphic-novels', 'young-adult']"
[]
[]
[]
"['2013', 'graphic-novel', 'yalsa-2013-hub-reading-challenge']"
"['2013', 'graphic-novels', 'non-fiction']"
[]
[]
[]
"['bleak-harsh', 'graphic-novel-or-comics', 'military-war-terrorism']"
"['2014', 'comics', 'november-2014']"
"['2015', 'comics', 'non-fiction']"
[]
['favorites']
[]
['graphic-novels']
[]
"['2016-popsugar-reading-challenge', '4-stars', 'graphic-novel']"
"['graphic_novels', 'non-fiction']"
['hub-challenge-2013']
['graphic-novel']
['2013-yalsa-s-the-hub-reading-challe']
[]
"['comics', 'graphic-novels', 'history']"
['library-book']
['favorites']
"['2016', 'biographical', 'graphic-novels']"
[]
[]
"['ya-graphic-novels', 'ya-nonfiction', 'yalsachallenge2013']"
"['graphic-novels-and-comics', 'nonfiction', 'z_2013-hub-reading-challenge']"
"['booktalks', 'graphic-novels', 'hub-challenge']"
"['z-2013', 'z-2013-hub-reading-challenge']"
[]
"['adult-non-fic', 'graphic-novels']"
[]
"['graphic-novel-youth', 'nonfiction-ya-kiddos', 'z_14']"
"['graphic-novel', 'non-fiction']"
"['graphic-novels-comics-manga', 'my-library-paperback', 'non-fiction']"
[]
['books-i-own']
[]
"['2012', 'own']"
[]
['reviewed']
"['awards', 'children', 'graphic-novels']"
"['comics', 'teen-lit', 'z2013yalsa-challenge']"
['graphic-novel']
[]
['graphic-texts']
[]
"['atomic', 'favorites', 'non-pclc']"
[]
"['graphic-novels', 'history', 'science']"
[]
[]
[]
[]
['english-11']
"['2012', 'adult-recreational', 'graphica-and-comix']"
[]
['shelve-it']
"['graphic-non-fiction-comics', 'military-history-aviation-history']"
['comics']
['non-fiction-miscellaneous']
[]
[]
"['2013', '2013hubchallenge', 'ggnft']"
['non-fiction']
"['2013', 'graphic-novels', 'hub-challenge-2013']"
"['2013-hub-reading-challenge', 'graphic-novels', 'nonfiction']"
"['favorites', 'graphic-novels', 'history']"
[]
[]
[]
[]
[]
"['factual', 'graphic-novel', 'nonfiction']"
"['graphic-novels', 'larl', 'non-fiction']"
"['graphic-novels', 'history', 'nonfiction']"
['personal-library']
['class']
['grade-7']
"['comics', 'history', 'math-science']"
[]
"['comics', 'history', 'oppenheimer']"
[]
"['comics', 'history']"
[]
[]
"['2012-holiday-shopping', 'non-fiction']"
[]
"['comics-and-graphic-novels', 'read-in-2013', 'yalsa-best-of-the-best-2013']"
"['graphic-novels', 'nonfiction', 'young-adult']"
"['graphic-novel', 'tween', 'young-adult']"
"['graphic-novel', 'history', 'military']"
"['children-or-ya', 'from-library', 'graphic-novels']"
"['gettin-graphic', 'grown-up', 'ya']"
[]
"['graphic-novel', 'history', 'science']"
[]
"['graphic-novel', 'history', 'nonfiction']"
[]
['graphic-lit']
[]
[]
[]
['comics-graphic-novels']
"['comic', 'historical', 'nonfiction']"
[]
['graphic-novels']
"['comics-and-graphic-novels', 'popular-history']"
"['2016-reads', 'genre-american-history', 'genre-graphic-novel']"
[]
[]
[]
"['graphic-novels', 'history', 'journalism']"
"['graphic-novel', 'history-us-history', 'history-world-war-ii']"
['graphic-novels']
"['comics', 'nonfic']"
"['graphic-novels', 'skimmed']"
"['comics', 'history', 'nonfiction']"
"['comics', 'history', 'nonfiction']"
[]
"['graphic-novels', 'non-fiction', 'war']"
[]
['read-in-2012']
[]
"['abandoned-or-on-hiatus', 'comics', 'graphic-novels']"
[]
['hub-challenge-2013']
"['2013', 'graphic-novels-and-comics', 'hub-challenge-2013']"
"['american-history', 'graphic-novels', 'hub-challenge-2013']"
[]
['yalsa-2013-hub-reading-challenge']
['comics']
[]
[]
[]
['graphic-novels-read']
"['graphic-novels', 'history']"
['2013']
['jmrl']
"['graphic-novels', 'math-and-science', 'nonfiction']"
[]
['books-for-my-classroom']
"['americanhistory', 'graphic-novels', 'science']"
[]
[]
"['graphic-novels', 'non-fiction']"
[]
[]
"['comics', 'history', 'nonfiction']"
[]
"['2013', 'graphic_novels']"
"['2014', '4-and-a-half-to-5-stars', 'graphic-novels']"
[]
[]
[]
['comics']
[]
[]
[]
"['2015-gnc', '2015nfc', '2016gnc']"
[]
[]
[]
"['memoir-bio-true', 'mg-graphic-novel', 'middle-grade-reads']"
[]
"['graphic-novels-manga', 'non-fiction']"
[]
[]
[]
[]
[]
[]
"['2016', 'history-ww2']"
[]
[]
"['graphic-novels', 'non-fiction']"
[]
[]
"['graphic-novels', 'i-own-this', 'non-fiction']"
[]
[]
[]
['graphic']
['graphic-novel']
[]
['real-world-bookshelf']
[]
[]
['graphic-novels-2017']
[]
"['graphic-novels-etc', 'non-fiction']"
"['graphics', 'nonfiction']"
[]
"['3-library', 'comics-graphics', 'politics-and-political-history']"
['graphic-novels']
['graphic-novels']
['graphic-novels']
"['graphic-novel-comic', 'non-fiction']"
[]
[]
"['biography', 'favorites', 'graphic-novels']"
"['2021', 'hoopla']"
['gn-horror']
[]
['ebook']
[]
['netgalley-arc']
"['comic', 'memoir', 'non-fiction']"
['graphic-novels']
[]
[]
"['biography-and-memoir', 'graphic-novels', 'history']"
"['graphic-novel', 'non-fiction']"
['bandes-déssinées']
"['biography', 'graphic-novels', 'history']"
[]
"['bio-memoirs', 'graphic-novel', 'history']"
"['biography-autobiography', 'graphic-nonfiction', 'graphic-novel-adult']"
"['biography', 'comics', 'film-history']"
[]
"['adult', 'biography', 'favorites']"
[]
['nook-e-book']
[]
['2021']
[]
[]
['netgalley']
[]
[]
['comics-graphic-novels']
"['comics-graphic-novels-webtoons', 'memoirs-and-bios']"
"['2022-reads', 'biography', 'comics']"
[]
"['2022', 'reviewed']"
"['graphic-novels', 'movies', 'non-fiction']"
['all-comics']
[]
[]
[]
"['graphic-novel', 'library', 'non-fiction']"
[]
"['biography', 'comics', 'horror']"
"['2021', 'arcs', 'biography']"
[]
"['graphic-novels', 'memoir-and-biography']"
['classic-film']
"['biography', 'cultural', 'horror']"
[]
"['comics-graphic-novels', 'nonfiction', 'reference-books']"
[]
"['graphic-novels', 'horror', 'horror-vampires']"
"['read-in-2021', 'reviews']"
[]
['graphic-novels']
"['biography', 'comics']"
['comics']
"['biography', 'not-exactly-comics']"
[]
[]
['graphic-novel']
[]
[]
['graphic-novels']
['2021']
[]
[]
[]
['possible-staff-picks']
['graphic-novels']
['2022-gn-read']
"['biography', 'comics', 'horror']"
[]
['grapic-novels-comics']
"['fumetti', 'geo-austria', 'geo-hungary']"
"['2022', 'comics', 'december-2022']"
[]
[]
"['biography-memoir', 'graphic-novel', 'vampires']"
[]
"['3-early-galley-copy', 'biography', 'comics-graphics']"
"['action', 'arc', 'biographies']"
"['auto-bio-memoir', 'graphicnovels-comics', 'horror']"
[]
"['ab', 'adult', 'biography']"
"['biography-memoir', 'graphic-novel']"
"['2022', 'graphic-novels', 'misc']"
"['2022', 'comicbook', 'digital_comic']"
[]
[]
[]
"['biographies', 'comics-strips']"
[]
[]
[]
[]
[]
[]
[]
['arcs']
"['biographies', 'graphic-novel-2021', 'graphic-novels']"
['graphic-novel']
"['biography', 'graphic-novel']"
['graphic-novels']
[]
[]
"['graphic-novel', 'non-fiction-auto-biography-memoir']"
[]
[]
[]
['comics-biography']
['graphic-novels']
[]
['own']
"['biography', 'graphic-novel', 'own-physical']"
[]
['graphic-novels']
[]
[]
"['2021', 'comics']"
[]
[]
"['2021', 'biography', 'comics-and-graphic-novels']"
[]
[]
[]
[]
[]
[]
['gn']
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
"['2023', 'grahic-novels', 'memoirs-biographies']"
[]
[]
[]
[]
['graphic-novels-non-fiction']
[]
"['biography', 'favorites', 'graphic-novels']"
[]
[]
"['bio-or-autobiographical', 'gnovel']"
"['biography', 'borrowed', 'comics']"
"['biography', 'first-read-in-2020', 'graphic-novel']"
[]
[]
[]
"['art', 'biography-memoir', 'books-on-books']"
"['anthology', 'art', 'biography']"
[]
[]
"['2017', 'auto-bio']"
"['alt-comics', 'art-comics', 'books-loved-2017']"
[]
"['artsy-graphic-esque', 'nonfiction-or-memoir', 'small-pressy']"
[]
"['2016', 'legion-of-vermin', 'music-bio']"
[]
[]
[]
[]
[]
[]
[]
"['2018', 'comics-graphic-novels', 'creepy']"
['american-authors']
[]
[]
"['biography', 'disappointed', 'graphic-novels']"
[]
[]
"['2016-comics', 'graphic-narrative-manga']"
[]
[]
[]
[]
['2017']
['graphic-novel']
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
"['2023', 'graphic-novels', 'music']"
[]
"['biography', 'comics', 'ggn17']"
[]
"['2dr', 'comix']"
"['art', 'graphic-nonfiction', 'review-by-sarah']"
[]
[]
['graphic-novel']
"['adult', 'comics', 'memoir-bio-autobio']"
"['art', 'death', 'deity']"
[]
[]
"['biography', 'cult-classic', 'graphic-novel-or-comic']"
['dont-intend-to-finish']
[]
[]
[]
[]
[]
[]
[]
['favorite-books']
[]
[]
"['contemporary', 'small-press', 'the-weird']"
[]
"['comics', 'indie-lit', 'non-fiction']"
[]
[]
[]
['graphic-novel']
[]
[]
[]
[]
[]
[]
"['biography', 'comics-and-graphic-novels', 'music']"
[]
"['art-illustration', 'bio-autobio-memoir', 'non-fiction']"
['best-books-2016']
[]
"['gn-bio', 'gn-political']"
[]
[]
[]
[]
"['biography-autobiography', 'graphic-nonfiction']"
"['c-comics', 'type-own-this-edition']"
[]
[]
['graphic-novel']
[]
[]
[]
[]
"['nonfiction', 'socialism', 'usa']"
"['graphic-novels', 'history']"
[]
"['graphic-novels', 'memoir-and-biography']"
"['comics', 'history', 'library-book']"
[]
"['history', 'politics']"
[]
[]
[]
[]
[]
"['2022', 'biography', 'graphic_novel']"
[]
[]
[]
[]
"['2023', 'class-warfare', 'graphic-novels']"
[]
[]
"['2020', 'own']"
[]
"['comics', 'history-modern']"
[]
"['19th-century', 'american', 'biography']"
[]
[]
[]
['completed-2019']
[]
"['biography', 'graphic-comic-narrative', 'labor']"
[]
"['american-history', 'comics', 'labor-history']"
[]
['read-in-2021']
"['biography-memoir', 'borrowed', 'graphic-novel-manga']"
[]
[]
[]
[]
[]
[]
[]
[]
[]
"['comics-and-graphic-novels', 'do-not-own']"
"['biography', 'graphic-nouvelle', 'history']"
"['artists', 'graphic-lit-and-hist', 'italy']"
[]
"['2020', 'biography', 'graphix']"
[]
"['biography', 'fiction', 'fiction-yng-adult']"
"['2020-read', 'biography', 'graphic-novel']"
"['graphic-books', 'historical-fiction']"
[]
[]
[]
"['artemisia-gentileschi', 'graphic-novels-and-comics']"
[]
"['nonfiction', 'usa']"
[]
"['diverse-womens-history-month', 'format-manga-and-graphic-novels', 'genre-history-and-art']"
[]
[]
['graphicnovels']
"['dotsbooklist2023', 'graphic', 'library']"
[]
"['graphic-novel', 'history']"
[]
"['adult-biography', 'adult-graphic-novels']"
"['2020', 'nonfiction']"
[]
[]
[]
"['non-manga-graphic-novels', 'nonfiction']"
[]
[]
[]
[]
[]
"['arts-music-performance-food', 'biography-and-memoir', 'feminism']"
[]
"['comics', 'historical']"
[]
"['art-history', 'graphic-novels', 'history']"
"['biography', 'comic-book', 'history']"
[]
"['biography-memoir', 'graphic-fiction-and-nonfiction', 'nonfiction']"
[]
"['biography', 'feminism', 'graphic-novels']"
[]
