Id,Label,Frequency
nook-book,nook-book,1
educ-401,educ-401,1
death-and-all-his-friends,death-and-all-his-friends,1
four-star,four-star,1
graphic-novel-book-club,graphic-novel-book-club,1
coulda-been-betta,coulda-been-betta,1
made-into-movies,made-into-movies,1
2018-shelved,2018-shelved,1
books-i-ve-read-in-2019,books-i-ve-read-in-2019,1
eng-420-ya-literature,eng-420-ya-literature,1
completed-2022,completed-2022,1
in-my-hands,in-my-hands,1
2022-popsugar-reading-challenge,2022-popsugar-reading-challenge,1
john,john,1
fall-into-my-backlist,fall-into-my-backlist,1
bad-bad-book-bad-author-no,bad-bad-book-bad-author-no,1
alcoholism,alcoholism,1
psychopathology,psychopathology,1
graphic-novels-and-nonfiction,graphic-novels-and-nonfiction,1
2012-pub,2012-pub,1
3-5-star,3-5-star,1
spash-book,spash-book,1
books-that-are-films,books-that-are-films,1
graphic-novels-digital,graphic-novels-digital,1
books-for-high-school-students,books-for-high-school-students,1
made-into-movies-tv,made-into-movies-tv,1
educ-416,educ-416,1
choices,choices,1
comixology-unlimited,comixology-unlimited,1
author-wanted-a-cashgrab,author-wanted-a-cashgrab,1
i-explicitly-hate-this,i-explicitly-hate-this,1
not-a-favorite,not-a-favorite,1
epub,epub,1
cannibals,cannibals,1
memoirs-and-biographies,memoirs-and-biographies,1
absolutely-no-mercy,absolutely-no-mercy,1
adults-are-stupid,adults-are-stupid,1
animal-abuse,animal-abuse,1
356-8-15,356-8-15,1
kindle-read,kindle-read,1
2023-new-to-me-author,2023-new-to-me-author,1
ya-lit-1-12,ya-lit-1-12,1
eng471-food-for-the-zombie,eng471-food-for-the-zombie,1
highschool-drama,highschool-drama,1
genre-ruminations,genre-ruminations,1
l-old-younguns-l,l-old-younguns-l,1
movies-to-watch,movies-to-watch,1
owned-ebook,owned-ebook,1
comics-manga-and-graphic-novels,comics-manga-and-graphic-novels,1
creeeeepy,creeeeepy,1
themes-s-1,themes-s-1,1
great-comics,great-comics,1
teen-reads,teen-reads,1
in-library,in-library,1
dramatic,dramatic,1
2018-read-harder-completed-books,2018-read-harder-completed-books,1
calgary-murderino-book-club,calgary-murderino-book-club,1
rcps-banned-books,rcps-banned-books,1
eisj-reading-challenge,eisj-reading-challenge,1
halloween,halloween,1
alex-awards,alex-awards,1
2020-my-read-books,2020-my-read-books,1
1-star,1-star,1
being-nosy,being-nosy,1
the-cool-table,the-cool-table,1
ccpl,ccpl,1
banned-books-box-subscription,banned-books-box-subscription,1
adult-nonfiction-books,adult-nonfiction-books,1
2018-book-challenges,2018-book-challenges,1
non-fiction-memoir-or-bio,non-fiction-memoir-or-bio,1
not-rated,not-rated,1
3-star-reads,3-star-reads,1
memoir-biography-ish,memoir-biography-ish,1
favorites-i-would-recommend,favorites-i-would-recommend,1
the-horror-the-horror,the-horror-the-horror,1
all-times,all-times,1
winterbooks1-12,winterbooks1-12,1
analog,analog,1
comix-count-as-books,comix-count-as-books,1
ya-crime,ya-crime,1
summer-reading-2018,summer-reading-2018,1
school-books-ya,school-books-ya,1
movie,movie,1
comics-2020,comics-2020,1
2021books,2021books,1
no-romance,no-romance,1
page-turners,page-turners,1
true-life,true-life,1
book-nerd-challenge-2018,book-nerd-challenge-2018,1
based-on-actual-events,based-on-actual-events,1
graphic-novels-comics-and-webcomics,graphic-novels-comics-and-webcomics,1
graphic-novels-i-ve-read,graphic-novels-i-ve-read,1
ya-lit-11-20,ya-lit-11-20,1
library-book-borrowed,library-book-borrowed,1
past-popsugar-challenge-2021,past-popsugar-challenge-2021,1
butt-clencher,butt-clencher,1
should-be-made-a-movie-or-series,should-be-made-a-movie-or-series,1
english-minor,english-minor,1
backderf-derf,backderf-derf,1
don-t-remember-when-i-read-these,don-t-remember-when-i-read-these,1
comics-graphic-owned,comics-graphic-owned,1
ya-readers,ya-readers,1
high-school-up,high-school-up,1
graphic-novels-comics-illustrated,graphic-novels-comics-illustrated,1
new-adult-or-adult,new-adult-or-adult,1
auto-bio-mem,auto-bio-mem,1
eerie-creepy,eerie-creepy,1
giveaway-winnings,giveaway-winnings,1
non-fiction-and-memoirs,non-fiction-and-memoirs,1
book-club-picks,book-club-picks,1
comics-and-gn,comics-and-gn,1
finished-ya-2018,finished-ya-2018,1
library-available-read,library-available-read,1
comics-crime-mystery-thriller,comics-crime-mystery-thriller,1
contemparary,contemparary,1
books-to-go,books-to-go,1
not-kept,not-kept,1
200-299-pgs,200-299-pgs,1
a-overdrive,a-overdrive,1
genre-crime,genre-crime,1
fountain-book-club,fountain-book-club,1
fountain-of-evidence,fountain-of-evidence,1
crime-and-thrillers,crime-and-thrillers,1
like-nothing-i-ve-ever-read,like-nothing-i-ve-ever-read,1
graphic-novels-manga-etc,graphic-novels-manga-etc,1
horror-etc,horror-etc,1
2021-graphic-novel-hq,2021-graphic-novel-hq,1
graphic-novel-hq,graphic-novel-hq,1
rating-3-stars,rating-3-stars,1
comics-manga-graphic,comics-manga-graphic,1
kristens-recommendations,kristens-recommendations,1
deweys-readathons-2022,deweys-readathons-2022,1
catch-up-and-blindspots,catch-up-and-blindspots,1
mental-health-illness,mental-health-illness,1
2024-read-harder-challenge,2024-read-harder-challenge,1
bonjour-crimebags,bonjour-crimebags,1
best-books-ever,best-books-ever,1
horror-monsters-end-of-the-world,horror-monsters-end-of-the-world,1
bestseller,bestseller,1
jeffrey-dahmer,jeffrey-dahmer,1
p-graphic-novel,p-graphic-novel,1
mrrl,mrrl,1
mangas-gn-comics,mangas-gn-comics,1
i-don-t-own,i-don-t-own,1
summer-reading-bingo-2020,summer-reading-bingo-2020,1
eng-356-8-15,eng-356-8-15,1
lewis-u-engl-338-fall-2016,lewis-u-engl-338-fall-2016,1
july-2019-haul,july-2019-haul,1
book,book,1
ed-429,ed-429,1
graphic-novels-and-trade-paperbacks,graphic-novels-and-trade-paperbacks,1
ya-lit-books-11-20,ya-lit-books-11-20,1
gettinggraphic,gettinggraphic,1
the-crimquisition,the-crimquisition,1
graphic-novels-illustration,graphic-novels-illustration,1
ya-books-16-20,ya-books-16-20,1
dysfunctional-family,dysfunctional-family,1
reading-list-1-8,reading-list-1-8,1
eng-356-11-20,eng-356-11-20,1
english-356-young-adult-lit,english-356-young-adult-lit,1
everyday-is-halloween,everyday-is-halloween,1
graphic-novels-are-literature-too,graphic-novels-are-literature-too,1
community-society,community-society,1
class-16-20,class-16-20,1
8-15,8-15,1
books-read-in-2012,books-read-in-2012,1
ya-lit-class-3,ya-lit-class-3,1
goodreads-13-25,goodreads-13-25,1
english-430,english-430,1
monster,monster,1
psycology,psycology,1
special,special,1
adult-with-teen-potential,adult-with-teen-potential,1
human-nature,human-nature,1
yal-books-13-25,yal-books-13-25,1
books11-20,books11-20,1
hard-copy-books,hard-copy-books,1
356-books-13-25,356-books-13-25,1
american-writers,american-writers,1
eng356-1-7,eng356-1-7,1
masters,masters,1
young-adult-novels,young-adult-novels,1
430,430,1
personal-account,personal-account,1
battle-of-the-books-2018,battle-of-the-books-2018,1
ya-16-20,ya-16-20,1
adolescent-lit,adolescent-lit,1
ad-for-ya,ad-for-ya,1
capitol_choices_archives,capitol_choices_archives,1
realisticfiction,realisticfiction,1
borrowed-not-bought,borrowed-not-bought,1
alex-2013,alex-2013,1
lincoln-award-nom,lincoln-award-nom,1
ya-book-club,ya-book-club,1
readers-rally,readers-rally,1
classroom-16-20,classroom-16-20,1
english-429-books,english-429-books,1
2013-yalsa-best-of-the-best,2013-yalsa-best-of-the-best,1
one-of-the-boys,one-of-the-boys,1
mg-ya-nonfiction,mg-ya-nonfiction,1
ya-scary-stories,ya-scary-stories,1
comicsgraphicnovels,comicsgraphicnovels,1
13-25-young-adult-lit,13-25-young-adult-lit,1
ya-book-class,ya-book-class,1
home,home,1
ya-memoir,ya-memoir,1
yalsa-hub-reading-challenge-2013,yalsa-hub-reading-challenge-2013,1
nookbook-ebook,nookbook-ebook,1
hs-copy,hs-copy,1
young-adult-youth,young-adult-youth,1
ya13-25,ya13-25,1
difference,difference,1
divorced-parents,divorced-parents,1
ya-13-25-books,ya-13-25-books,1
awkward,awkward,1
based-on-actual-people-or-events,based-on-actual-people-or-events,1
primarily-illustrations,primarily-illustrations,1
class-8-14,class-8-14,1
illustrated-adult-teen,illustrated-adult-teen,1
a-to-z,a-to-z,1
won-from-goodreads,won-from-goodreads,1
addictive,addictive,1
graphic-comics-kids-books,graphic-comics-kids-books,1
library-vegas,library-vegas,1
ya-books-13-25,ya-books-13-25,1
reading-competition,reading-competition,1
2015-hub-challenge,2015-hub-challenge,1
biography-memoir-adults,biography-memoir-adults,1
coursework,coursework,1
only-for-me,only-for-me,1
ya-books-1-7,ya-books-1-7,1
14-15-va-hs-readers-choice,14-15-va-hs-readers-choice,1
2-format-graphic-novel,2-format-graphic-novel,1
3-genre-nonfiction,3-genre-nonfiction,1
abuse-and-trauma,abuse-and-trauma,1
caricatures,caricatures,1
crime-suspense-thriller-mystery,crime-suspense-thriller-mystery,1
1age-adult,1age-adult,1
1age-senior-high,1age-senior-high,1
2format-graphic-novel,2format-graphic-novel,1
lurid,lurid,1
unreliable-narrators,unreliable-narrators,1
depression,depression,1
grown-up-stuff,grown-up-stuff,1
owned-physical-books,owned-physical-books,1
young-adult-awesomeness,young-adult-awesomeness,1
2016-reading-list,2016-reading-list,1
ya-lit-books-13-25,ya-lit-books-13-25,1
from-kevin-s-shelf,from-kevin-s-shelf,1
skip-it,skip-it,1
books-for-ahs,books-for-ahs,1
friends,friends,1
alex-award-books,alex-award-books,1
hub-challenge-2012,hub-challenge-2012,1
grovel,grovel,1
crime-and-forensics,crime-and-forensics,1
best-of-2012,best-of-2012,1
big-girl-books,big-girl-books,1
2013-hub-challenge,2013-hub-challenge,1
eppl,eppl,1
graphic-nvls-comic-bks,graphic-nvls-comic-bks,1
psychopath,psychopath,1
recommend-for-students,recommend-for-students,1
starredreview,starredreview,1
morbid,morbid,1
books-for-adults,books-for-adults,1
the-unforgettables,the-unforgettables,1
twenty-fourteen,twenty-fourteen,1
hubchallenge,hubchallenge,1
serial-killer-as-a-teen,serial-killer-as-a-teen,1
creme-de-la-crime,creme-de-la-crime,1
psychos,psychos,1
nonfiction-horror,nonfiction-horror,1
2019tbr,2019tbr,1
books-read-2023,books-read-2023,1
l-l-h-o,l-l-h-o,1
read-2012,read-2012,1
male-protagonist,male-protagonist,1
owned-paperback,owned-paperback,1
dysfunctional,dysfunctional,1
ggnt13,ggnt13,1
ppl,ppl,1
scanned-stuff-i-m-being-forced-to-s,scanned-stuff-i-m-being-forced-to-s,1
grown-up-reads,grown-up-reads,1
sy-12-13,sy-12-13,1
hardship,hardship,1
murder-and-so-forth,murder-and-so-forth,1
x-read-2013,x-read-2013,1
hub-2013-challenge,hub-2013-challenge,1
graphic-whatever,graphic-whatever,1
biblioteca,biblioteca,1
graphic-novels-manga-comics,graphic-novels-manga-comics,1
personal-library-hard-copy,personal-library-hard-copy,1
dudes,dudes,1
readin13,readin13,1
english-project,english-project,1
memior,memior,1
award_winners,award_winners,1
for-ya-lit-class,for-ya-lit-class,1
killer,killer,1
bookgasms,bookgasms,1
taboo,taboo,1
books-from-csb-library,books-from-csb-library,1
diverse-lit,diverse-lit,1
graphic-novels-tpb-manga,graphic-novels-tpb-manga,1
stories,stories,1
dcpl_elibrary,dcpl_elibrary,1
manga-gn,manga-gn,1
adult-bio,adult-bio,1
2014-2015,2014-2015,1
books-for-hugo,books-for-hugo,1
popsugar-challenge-2015,popsugar-challenge-2015,1
crime-and-punishment,crime-and-punishment,1
made-me-squirmy,made-me-squirmy,1
about-influential-people-and-events,about-influential-people-and-events,1
award-winners-and-nominees,award-winners-and-nominees,1
books-by-men,books-by-men,1
tenth,tenth,1
horrorific,horrorific,1
type-graphic-novels,type-graphic-novels,1
type-non-fiction,type-non-fiction,1
16-books-before-16,16-books-before-16,1
movie-books,movie-books,1
books-i-reviewed,books-i-reviewed,1
356-shelf,356-shelf,1
translated-books,translated-books,1
books-about-real-people,books-about-real-people,1
graphic-novels-and-manga-and-comics,graphic-novels-and-manga-and-comics,1
history-autobiographies-biographies,history-autobiographies-biographies,1
interesting-reads,interesting-reads,1
visual-art,visual-art,1
history-military,history-military,1
the-arts,the-arts,1
2008-list,2008-list,1
comic-reference,comic-reference,1
bios-and-autobios,bios-and-autobios,1
autobiographies-and-biographies,autobiographies-and-biographies,1
ww2-holocaust-reads,ww2-holocaust-reads,1
alphabookchallenge,alphabookchallenge,1
y-2022,y-2022,1
past-reads-2008-2016,past-reads-2008-2016,1
3rd-term,3rd-term,1
europe-france,europe-france,1
books-read-in-2008,books-read-in-2008,1
2013-15,2013-15,1
from-liberry,from-liberry,1
lbc-book-club-1,lbc-book-club-1,1
comics-favorites,comics-favorites,1
x2008-9-season,x2008-9-season,1
california,california,1
20th-century-america,20th-century-america,1
old-bookclub-picks,old-bookclub-picks,1
manga-graphic-novels-comics,manga-graphic-novels-comics,1
teen-books,teen-books,1
classic-american,classic-american,1
nazi-germany-holocaust,nazi-germany-holocaust,1
h1228-1,h1228-1,1
crime-police-proc,crime-police-proc,1
england-scotland-ireland-wales,england-scotland-ireland-wales,1
x2018-read,x2018-read,1
a-graphic-novels,a-graphic-novels,1
summerreading2024,summerreading2024,1
all-things-agatha,all-things-agatha,1
comic-graphic-novel-etc,comic-graphic-novel-etc,1
books-by-women,books-by-women,1
in-one-sitting,in-one-sitting,1
genre-humor,genre-humor,1
graphic-novels-ftk,graphic-novels-ftk,1
2021-book-list,2021-book-list,1
221b-monsieur-poirot,221b-monsieur-poirot,1
female-sleuths,female-sleuths,1
girl-power,girl-power,1
read-in-18,read-in-18,1
read-and-kept,read-and-kept,1
__époque_1920s-1930s,__époque_1920s-1930s,1
__époque_1940s-1950s,__époque_1940s-1950s,1
__époque_1960s-1970s,__époque_1960s-1970s,1
agatha-complete,agatha-complete,1
nf-hist-biography,nf-hist-biography,1
nf-hist-english,nf-hist-english,1
graphic-visual,graphic-visual,1
bio-or-autobiography,bio-or-autobiography,1
agatha-read,agatha-read,1
book-challenge-reads-2017,book-challenge-reads-2017,1
3-stars-pretty-good,3-stars-pretty-good,1
bought-new,bought-new,1
brit-women,brit-women,1
bechdel_test_yes,bechdel_test_yes,1
english_classic,english_classic,1
womens-2018-reading-challenge,womens-2018-reading-challenge,1
womens-2020-reading-challenge,womens-2020-reading-challenge,1
sfpl-reads,sfpl-reads,1
1901-2000-modern-set,1901-2000-modern-set,1
2001-2100-modern-written,2001-2100-modern-written,1
format-physical-own,format-physical-own,1
english-fiction,english-fiction,1
brain-candy,brain-candy,1
own-a-copy,own-a-copy,1
i-love-rock-and-roll,i-love-rock-and-roll,1
aahhhrrrt,aahhhrrrt,1
poppy-cock-culture,poppy-cock-culture,1
clearing-off-the-coffee-table,clearing-off-the-coffee-table,1
the-liberating-power-of-rock-n-roll,the-liberating-power-of-rock-n-roll,1
arcs-and-giveaways,arcs-and-giveaways,1
rock-and-roll,rock-and-roll,1
pandemic-reading-shelf,pandemic-reading-shelf,1
readin2020,readin2020,1
anticipated,anticipated,1
bowie-book-club,bowie-book-club,1
manga-comic,manga-comic,1
arts-music,arts-music,1
youth-ya-nonfiction,youth-ya-nonfiction,1
2020-challenge-list,2020-challenge-list,1
quarantine,quarantine,1
graphic-novels-w-breathtaking-art,graphic-novels-w-breathtaking-art,1
tried-to-read-couldn-t,tried-to-read-couldn-t,1
books-and-bites,books-and-bites,1
compelling-backstories,compelling-backstories,1
autobiography-biography-memior,autobiography-biography-memior,1
bowie,bowie,1
physical-owned-books,physical-owned-books,1
br-challenge-2018,br-challenge-2018,1
kanadiske-forfattere,kanadiske-forfattere,1
tegneserier,tegneserier,1
x-sterling-selfmadehero,x-sterling-selfmadehero,1
books-dealing-with-mental-illness,books-dealing-with-mental-illness,1
books-on-my-physical-shelf,books-on-my-physical-shelf,1
illness,illness,1
educating-myself,educating-myself,1
comics-read-2018,comics-read-2018,1
art-history-creative,art-history-creative,1
gn-art,gn-art,1
netgally,netgally,1
2018-faves,2018-faves,1
100-books-you-must-read,100-books-you-must-read,1
newbery-eligible-2018,newbery-eligible-2018,1
latino,latino,1
ya-shelf,ya-shelf,1
visual-treats,visual-treats,1
photography-picture-book,photography-picture-book,1
gncm,gncm,1
latinx-muslim,latinx-muslim,1
aty-2019-val,aty-2019-val,1
children-s-books-ya,children-s-books-ya,1
protagonists-of-color,protagonists-of-color,1
arc-reviewed,arc-reviewed,1
7-8-biography-memoir,7-8-biography-memoir,1
7-8-journey,7-8-journey,1
7-8-non-fiction,7-8-non-fiction,1
adult-book-teen-interest,adult-book-teen-interest,1
at-least-one-character-dies,at-least-one-character-dies,1
magical-realism,magical-realism,1
npr-list-of-319,npr-list-of-319,1
adult-2018,adult-2018,1
graphic-novels-2018,graphic-novels-2018,1
reading-women-2019,reading-women-2019,1
school-appropriate,school-appropriate,1
art-ethnic,art-ethnic,1
biogn3013,biogn3013,1
identity,identity,1
fall,fall,1
read-in-24,read-in-24,1
badass,badass,1
chicanxreads,chicanxreads,1
book-author-who-is-new-to-me,book-author-who-is-new-to-me,1
read-but-dont-own,read-but-dont-own,1
genre-memoir,genre-memoir,1
acceptance,acceptance,1
topaz-2019-consideration,topaz-2019-consideration,1
2022-book-bingo,2022-book-bingo,1
2022-five-star,2022-five-star,1
success-biography,success-biography,1
read-3090-11-20,read-3090-11-20,1
read-on-kindle,read-on-kindle,1
2018-reading-challenge,2018-reading-challenge,1
comics-2019,comics-2019,1
libraried,libraried,1
2020-reading-women-challenge,2020-reading-women-challenge,1
author-woman,author-woman,1
netgalley-arc-s,netgalley-arc-s,1
graphic-novels-comic-art,graphic-novels-comic-art,1
59,59,1
manga-comic-graphic-novel,manga-comic-graphic-novel,1
